match_hash,seen_utc,market_family,subject,line,selection,odds,enabled,is_opening
M-5660fdfdf4,2026-09-12T21:05:26Z,total_df_ou,,10.5,over,2.34,1,0
M-5660fdfdf4,2026-09-12T21:05:26Z,total_df_ou,,10.5,under,1.53,1,0
M-5660fdfdf4,2026-09-12T21:05:26Z,total_df_ou,,11.5,over,2.94,1,0
M-5660fdfdf4,2026-09-12T21:05:26Z,total_df_ou,,11.5,under,1.34,1,0
M-5660fdfdf4,2026-09-12T21:05:26Z,who_more_df,,,A.Zverev,1.38,1,0
M-5660fdfdf4,2026-09-12T21:05:26Z,who_more_df,,,B.Shelton,2.77,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,10.5,over,1.39,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,10.5,under,2.75,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,11.5,over,1.58,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,11.5,under,2.24,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,12.5,over,1.83,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,12.5,under,1.88,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,13.5,over,2.16,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,13.5,under,1.62,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,14.5,over,2.58,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,14.5,under,1.43,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,15.5,over,3.17,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,player_ou,A.Zverev,15.5,under,1.3,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,22.5,over,1.41,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,22.5,under,2.68,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,23.5,over,1.51,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,23.5,under,2.39,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,24.5,over,1.62,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,24.5,under,2.15,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,25.5,over,1.76,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,25.5,under,1.96,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,26.5,over,1.93,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,26.5,under,1.79,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,27.5,over,2.11,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,27.5,under,1.65,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,28.5,over,2.32,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,28.5,under,1.54,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,29.5,over,2.57,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,29.5,under,1.44,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,30.5,over,2.87,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,30.5,under,1.36,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,31.5,over,3.23,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,total_ou,,31.5,under,1.29,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,who_more,,,A.Zverev,2.11,1,0
M-5660fdfdf4,2026-09-12T21:06:07Z,who_more,,,B.Shelton,1.65,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_df_ou,A.Zverev,4.5,under,2.34,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_df_ou,A.Zverev,6.5,over,2.64,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_df_ou,A.Zverev,6.5,under,1.42,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_ou,A.Zverev,11.5,under,2.23,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_ou,A.Zverev,12.5,over,1.84,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_ou,A.Zverev,14.5,over,2.59,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_ou,A.Zverev,15.5,over,3.18,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_ou,B.Shelton,11.5,over,1.45,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,player_ou,B.Shelton,16.5,over,3.2,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_df_ou,,9.5,under,1.81,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_df_ou,,10.5,over,2.33,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_df_ou,,11.5,over,2.93,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_df_ou,,11.5,under,1.35,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_ou,,23.5,under,2.38,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_ou,,25.5,over,1.77,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_ou,,25.5,under,1.95,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_ou,,28.5,under,1.53,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,total_ou,,31.5,over,3.24,1,0
M-5660fdfdf4,2026-09-12T21:12:26Z,who_more_df,,,B.Shelton,2.78,1,0
M-5660fdfdf4,2026-09-12T23:21:24Z,player_df_ou,A.Zverev,6.5,under,1.41,1,0
M-5660fdfdf4,2026-09-12T23:21:29Z,player_df_ou,A.Zverev,6.5,over,2.65,1,0
M-5660fdfdf4,2026-09-12T23:21:29Z,player_ou,B.Shelton,11.5,over,1.44,1,0
M-5660fdfdf4,2026-09-12T23:21:29Z,total_df_ou,,11.5,over,2.94,1,0
M-5660fdfdf4,2026-09-12T23:21:29Z,total_df_ou,,11.5,under,1.34,1,0
M-5660fdfdf4,2026-09-12T23:21:29Z,who_more_df,,,B.Shelton,2.77,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_df_ou,B.Shelton,3.5,over,1.62,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_df_ou,B.Shelton,3.5,under,2.15,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_df_ou,B.Shelton,4.5,over,2.26,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,A.Zverev,10.5,under,2.74,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,A.Zverev,13.5,over,2.17,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,A.Zverev,13.5,under,1.61,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,A.Zverev,14.5,over,2.6,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,A.Zverev,15.5,over,3.19,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,B.Shelton,11.5,over,1.45,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,B.Shelton,11.5,under,2.54,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,B.Shelton,14.5,under,1.58,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,B.Shelton,15.5,over,2.64,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,player_ou,B.Shelton,16.5,over,3.21,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_df_ou,,7.5,under,2.86,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_df_ou,,8.5,under,2.22,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_df_ou,,11.5,over,2.93,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_df_ou,,11.5,under,1.35,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_ou,,22.5,under,2.67,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_ou,,24.5,over,1.63,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_ou,,24.5,under,2.14,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_ou,,28.5,over,2.33,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_ou,,29.5,over,2.58,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_ou,,30.5,over,2.88,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,total_ou,,31.5,over,3.25,1,0
M-5660fdfdf4,2026-09-13T11:19:08Z,who_more_df,,,B.Shelton,2.76,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_df_ou,A.Zverev,4.5,under,2.33,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_df_ou,A.Zverev,5.5,over,1.98,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_df_ou,B.Shelton,3.5,over,1.63,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_df_ou,B.Shelton,3.5,under,2.14,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_df_ou,B.Shelton,4.5,over,2.27,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,A.Zverev,10.5,under,2.75,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,A.Zverev,13.5,over,2.16,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,A.Zverev,13.5,under,1.62,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,A.Zverev,14.5,over,2.59,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,A.Zverev,15.5,over,3.18,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,B.Shelton,11.5,under,2.55,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,B.Shelton,15.5,over,2.63,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,player_ou,B.Shelton,16.5,over,3.2,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_df_ou,,7.5,under,2.85,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_df_ou,,8.5,under,2.21,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_df_ou,,9.5,under,1.8,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_df_ou,,10.5,over,2.34,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_df_ou,,11.5,over,2.94,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_df_ou,,11.5,under,1.34,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_ou,,22.5,under,2.68,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_ou,,24.5,under,2.15,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_ou,,28.5,over,2.32,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_ou,,29.5,over,2.57,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_ou,,30.5,over,2.87,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,total_ou,,31.5,over,3.24,1,0
M-5660fdfdf4,2026-09-13T12:41:49Z,who_more_df,,,B.Shelton,2.77,1,0
